0	0
0	1
1	2
2	3
3	4
1	5
4	6
5	7
5	8
6	9
7	10
4	11
8	12
9	13
10	14
11	15
12	16
13	17
14	18
15	19
16	20
17	21
18	22
19	23
20	24
13	25
18	26
15	27
21	28
22	29
23	30
18	31
24	32
25	33
26	15
25	32
18	34
27	35
28	29
16	36
13	37
29	38
13	39
14	40
25	41
30	42
31	43
32	44
33	45
12	46
34	47
35	47
11	37
36	48
16	49
35	50
13	51
37	52
12	53
38	54
39	55
40	56
25	15
16	57
41	52
13	52
42	58
31	59
43	60
44	61
45	61
19	62
46	63
47	64
47	65
23	66
26	67
26	32
14	68
48	30
25	69
43	30
26	70
18	71
22	72
49	61
18	73
18	74
50	75
51	76
20	77
18	78
52	79
51	80
23	78
13	81
43	23
32	82
32	72
53	83
13	72
36	84
16	85
30	86
36	87
29	88
26	89
32	90
23	91
13	65
54	92
26	92
29	93
25	27
55	94
13	95
34	96
45	97
50	98
53	62
56	99
43	100
57	101
36	102
57	49
55	15
58	103
54	104
12	105
59	62
15	106
55	107
60	108
21	89
49	109
37	110
40	111
30	112
61	113
48	114
62	81
63	115
64	39
65	62
39	116
16	115
60	117
54	118
16	119
50	120
66	121
13	122
25	123
31	124
14	125
29	126
67	127
18	128
42	129
14	130
35	131
25	132
54	32
26	133
12	134
61	135
30	136
13	137
68	138
16	139
69	140
50	141
60	62
69	142
32	143
36	143
58	81
16	144
13	145
70	146
49	147
30	146
12	148
21	62
57	32
34	146
11	146
71	43
13	146
26	149
13	150
33	151
31	152
13	153
61	32
46	154
36	155
32	156
16	157
12	158
15	15
26	159
13	160
49	161
16	162
13	163
48	29
50	164
14	29
16	165
26	166
39	148
72	41
49	167
37	167
13	168
13	169
28	170
13	171
50	32
49	28
14	170
19	172
18	98
13	173
22	174
24	30
57	106
25	175
13	176
13	177
36	138
13	178
73	179
49	180
15	181
14	182
24	183
16	184
68	185
14	186
12	187
12	188
43	189
14	190
42	190
36	191
31	192
36	193
31	70
32	194
36	195
13	196
20	149
48	49
11	41
35	134
74	197
13	198
36	99
30	199
32	200
36	201
50	188
19	202
74	203
14	204
25	205
29	206
55	206
29	207
16	208
50	209
25	210
57	25
49	49
26	211
26	212
29	213
20	214
16	215
30	41
32	206
11	206
75	216
39	206
50	217
23	205
30	218
11	93
18	122
14	218
55	219
54	220
20	221
26	182
11	122
13	222
24	223
52	224
29	225
39	225
75	225
30	226
72	227
22	225
25	228
76	97
21	225
17	225
60	225
51	227
16	229
15	225
40	225
36	49
77	225
11	225
20	62
40	174
57	230
50	231
36	231
11	231
22	231
26	195
78	231
26	232
15	233
77	234
79	235
43	236
73	237
55	37
22	238
80	231
13	231
51	231
16	239
81	205
81	155
26	240
81	241
77	231
76	231
29	242
54	78
81	219
61	243
40	216
22	154
52	242
77	244
32	245
70	244
34	32
23	246
19	247
12	237
23	248
16	249
57	250
23	100
76	244
82	251
41	252
35	253
11	244
37	27
48	27
37	123
15	244
37	254
14	255
61	256
49	257
22	244
37	258
23	259
42	244
55	194
83	123
40	244
37	260
37	261
29	244
75	244
50	227
17	244
17	198
11	262
42	198
25	263
11	198
84	264
22	198
12	265
43	266
47	198
15	267
85	268
40	198
25	269
86	270
12	78
77	198
51	198
36	198
13	271
20	272
19	273
19	274
87	106
19	275
16	276
48	277
26	278
50	279
32	280
49	280
50	281
54	77
32	282
18	283
14	284
50	77
45	285
13	77
15	286
81	286
13	287
25	288
13	289
29	227
86	195
13	215
55	62
14	235
16	235
51	290
36	291
14	31
61	30
50	292
50	293
16	294
14	295
22	270
11	296
30	297
30	270
13	270
61	222
36	298
83	98
16	299
16	300
14	301
25	302
26	77
22	303
16	42
57	304
58	265
16	305
26	306
23	307
54	27
88	163
56	308
50	309
67	310
13	218
31	60
16	163
89	148
36	175
60	311
16	161
35	312
35	313
31	238
16	314
27	315
31	41
25	316
32	62
79	317
34	193
16	265
36	234
90	318
90	319
37	234
16	320
23	321
91	93
52	123
21	234
50	322
80	303
13	189
16	323
13	164
13	234
55	324
13	325
14	326
14	327
52	328
16	329
37	330
53	331
60	332
34	49
22	333
78	333
35	31
34	218
36	266
74	333
50	334
13	335
51	41
92	336
25	155
25	337
77	338
50	339
25	340
16	341
25	49
13	342
36	343
22	134
30	134
36	344
47	134
16	154
86	134
32	345
49	346
12	227
51	216
60	134
17	347
16	348
15	347
25	349
11	347
