0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
2	10
7	11
4	12
10	13
11	14
12	15
7	16
13	17
14	18
15	0
14	17
7	19
16	20
17	14
5	21
2	22
18	23
2	24
3	25
14	26
19	27
20	28
21	29
22	30
1	31
23	32
24	32
0	22
25	33
5	34
24	35
2	36
26	37
1	38
27	39
28	40
29	41
14	0
5	42
30	37
2	37
31	43
20	44
32	45
33	46
34	46
8	47
35	48
36	49
36	50
12	51
15	52
15	17
3	53
37	15
14	54
32	15
15	55
7	56
11	57
38	46
7	58
7	59
39	60
40	61
9	62
7	63
41	64
40	65
12	63
2	66
32	8
21	67
21	57
42	68
2	57
25	69
5	70
19	71
25	72
18	73
15	74
21	75
12	76
2	50
43	77
15	77
18	78
14	12
44	79
2	80
23	81
34	82
39	83
42	47
45	84
32	85
46	86
25	87
46	34
44	0
47	88
43	89
1	90
48	47
4	91
44	92
49	93
10	74
38	94
26	95
29	96
19	97
50	98
37	99
51	66
52	100
53	24
54	47
28	101
5	100
49	102
43	103
5	104
39	105
55	106
2	107
14	108
20	109
3	110
18	111
56	112
7	113
31	114
3	115
24	116
14	117
43	17
15	118
1	119
50	120
19	121
2	122
57	123
5	124
58	125
39	126
49	47
58	127
21	128
25	128
47	66
5	129
2	130
59	131
38	132
19	131
1	133
10	47
46	17
23	131
0	131
60	28
2	131
15	134
2	135
22	136
20	137
2	138
50	17
35	139
25	140
21	141
5	142
1	143
4	0
15	144
2	145
38	146
5	147
2	148
37	14
39	149
3	14
5	150
15	151
28	133
61	26
38	152
26	152
2	153
2	154
17	155
2	156
39	17
38	13
3	155
8	157
7	83
2	158
11	159
13	15
46	91
14	160
2	161
2	162
25	123
2	163
62	164
38	165
4	166
3	167
13	168
5	169
57	170
3	171
1	172
1	173
32	174
3	175
31	175
25	176
20	177
25	178
20	55
21	179
25	180
2	181
9	134
37	34
0	26
24	119
63	182
2	183
25	84
19	184
21	185
25	186
39	173
8	187
63	188
3	189
14	190
18	191
44	191
18	192
5	193
39	194
14	195
46	10
38	34
15	196
15	197
18	198
9	199
5	200
19	26
21	191
0	191
64	201
28	191
39	202
12	190
19	203
0	78
7	107
3	203
44	204
43	205
9	206
15	167
0	107
2	207
13	208
41	209
18	210
28	210
64	210
19	211
61	212
11	210
14	213
65	82
10	210
6	210
49	210
40	212
5	214
4	210
29	210
25	34
66	210
0	210
9	47
29	159
46	215
39	216
25	216
0	216
11	216
15	180
67	216
15	217
4	218
66	219
68	220
32	221
62	222
44	22
11	223
69	216
2	216
40	216
5	224
70	190
70	140
15	225
70	226
66	216
65	216
18	227
43	63
70	204
50	228
29	201
11	139
41	227
66	229
21	230
59	229
23	17
12	231
8	232
1	222
12	233
5	234
46	235
12	85
65	229
71	236
30	237
24	238
0	229
26	12
37	12
26	108
4	229
26	239
3	240
50	241
38	242
11	229
26	243
12	244
31	229
44	179
72	108
29	229
26	245
26	246
18	229
64	229
39	212
6	229
6	183
0	247
31	183
14	248
0	183
73	249
11	183
1	250
32	251
36	183
4	252
74	253
29	183
14	254
75	255
1	63
66	183
40	183
25	183
2	256
9	257
8	258
8	259
76	91
8	260
5	261
37	262
15	263
39	264
21	265
38	265
39	266
43	62
21	267
7	268
3	269
39	62
34	270
2	62
4	271
70	271
2	272
14	273
2	274
18	212
75	180
2	200
44	47
3	220
5	220
40	275
25	276
3	16
50	15
39	277
39	278
5	279
3	280
11	255
0	281
19	282
19	255
2	255
50	207
25	283
72	83
5	284
5	285
3	286
14	287
15	62
11	288
5	27
46	289
47	250
5	290
15	291
12	292
43	12
77	148
45	293
39	294
56	295
2	203
20	45
5	148
78	133
25	160
49	296
5	146
24	297
24	298
20	223
5	299
16	300
20	26
14	301
21	47
68	302
23	178
5	250
25	219
79	303
79	304
26	219
5	305
12	306
80	78
41	108
10	219
39	307
69	288
2	174
5	308
2	149
2	219
44	309
2	310
3	311
3	312
41	313
5	314
26	315
42	316
49	317
23	34
11	318
67	318
24	16
23	203
25	251
63	318
39	319
2	320
40	26
81	321
14	140
14	322
66	323
39	324
14	325
5	326
14	34
2	327
25	328
11	119
19	119
25	329
36	119
5	139
75	119
21	330
38	331
1	212
40	201
49	119
6	332
5	333
4	332
14	334
0	332
36	335
11	336
68	337
43	28
32	139
2	28
20	203
58	176
25	338
5	339
21	176
31	340
52	341
52	47
37	342
16	343
44	81
38	176
82	176
20	176
8	344
2	345
11	346
38	347
23	348
2	349
59	350
18	207
5	351
43	352
0	47
0	158
1	353
2	354
8	355
43	290
81	356
2	355
66	43
44	226
6	357
21	358
2	358
32	91
14	56
2	359
5	360
2	361
20	362
39	363
58	230
8	364
2	365
8	366
8	367
15	199
6	119
2	368
52	369
5	370
2	64
36	371
21	372
42	281
29	281
39	81
2	281
25	373
83	82
35	47
2	374
2	375
2	376
19	377
2	34
58	378
32	379
21	380
7	381
10	380
2	380
69	47
9	212
2	212
19	207
5	382
26	383
14	384
25	61
11	203
57	385
24	386
39	387
7	337
2	13
21	388
2	18
39	254
25	389
15	313
2	313
25	365
2	250
5	390
23	12
2	12
58	391
24	392
12	393
79	394
25	0
2	394
84	395
18	396
32	397
33	8
3	395
21	398
39	399
5	400
44	401
44	287
25	402
21	403
25	313
3	246
26	404
26	405
9	401
3	406
2	304
26	407
2	408
11	407
45	409
39	410
12	411
66	13
21	412
55	413
5	66
5	123
20	251
39	95
20	276
32	276
14	414
8	43
29	50
2	415
16	416
37	400
25	417
52	34
53	250
37	255
3	418
34	121
5	73
15	357
25	419
3	378
69	420
11	66
5	88
85	250
11	94
2	421
32	47
38	422
35	81
3	109
32	423
23	424
36	425
46	81
5	426
73	187
20	426
3	426
42	427
38	428
63	211
3	429
15	430
11	342
3	342
5	342
32	17
14	199
1	431
3	432
2	433
36	434
5	435
38	63
0	143
38	436
3	308
31	437
49	438
3	439
43	108
39	440
2	239
4	181
21	136
25	441
39	442
11	443
58	263
12	444
2	445
21	263
25	263
5	254
15	108
3	446
4	75
20	263
5	447
39	448
4	50
14	263
32	449
15	26
25	450
57	91
5	162
1	201
2	373
4	201
23	201
11	451
11	201
46	201
56	62
43	452
33	453
29	304
50	454
2	119
49	455
39	456
5	63
28	454
9	207
69	0
45	457
45	458
32	459
86	203
11	460
15	461
7	26
15	234
25	462
23	297
39	449
15	12
39	63
32	26
26	310
47	26
5	463
16	26
43	26
62	464
14	401
79	465
39	26
37	17
12	466
21	26
73	26
41	410
5	467
59	26
50	468
40	469
31	13
67	26
46	26
2	26
5	470
26	471
5	26
19	374
16	108
15	472
24	469
38	0
2	473
16	15
14	474
3	463
27	67
16	241
29	181
2	357
14	134
16	17
72	17
86	475
23	476
47	74
72	12
21	477
25	343
49	478
15	479
2	479
46	190
18	480
65	481
17	3
20	482
2	483
62	50
47	484
14	485
25	486
45	486
33	486
21	487
2	136
28	488
42	463
23	187
81	347
87	254
18	489
